,helix_id,x,y,z,true_alpha,true_kappa,true_tan_lambda,r,curve_fit_alpha,curve_fit_kappa,curve_fit_tan_lambda,curve_fit_chi_sq
0,0,-0.00950196762770152,-1.2475912111803513,1732.9340277827453,1.5174097684653298,0.018527175298213742,0.42106596231931603,1.2476273953401527,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
1,0,-0.024726003302602724,-2.016099376492674,3249.3903865847456,1.5174097684653298,0.018527175298213742,0.42106596231931603,2.0162509940812106,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
2,0,-0.062424639213993556,3.1942622964988927,3251.5839712382913,1.5174097684653298,0.018527175298213742,0.42106596231931603,3.19487221253298,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
3,0,-0.10444280862693815,4.133977303260168,3251.978413250795,1.5174097684653298,0.018527175298213742,0.42106596231931603,4.135296439693785,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
4,0,-0.1572928616336868,5.0778251293782946,3252.3720655895995,1.5174097684653298,0.018527175298213742,0.42106596231931603,5.080260730402191,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
5,0,-0.21983066513447805,5.99337560177162,3252.7649298356346,1.5174097684653298,0.018527175298213742,0.42106596231931603,5.99740582462491,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
6,0,-0.2936278837914793,6.929694113534477,3253.1570075666623,1.5174097684653298,0.018527175298213742,0.42106596231931603,6.935912185235209,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
7,0,-0.3775613390127399,7.856494152474246,3253.5483003572876,1.5174097684653298,0.018527175298213742,0.42106596231931603,7.865561196289755,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
8,0,-0.47172596622549257,8.778950834139083,3253.938809778963,1.5174097684653298,0.018527175298213742,0.42106596231931603,8.791615502024795,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
9,0,-0.6322360318486228,10.158350418074743,3254.5234012105093,1.5174097684653298,0.018527175298213742,0.42106596231931603,10.178005974470981,1.5902618667413289,0.019412904731762003,0.4209840859167669,0.0002200334277245125
10,1,-0.00399742872928716,-1.0497255867799475,969.1872193496059,1.9315726280280394,0.014033207293202449,0.2802498205924539,1.0497331979969724,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
11,1,-0.021294623602165507,2.42200624265766,1454.899795401151,1.9315726280280394,0.014033207293202449,0.2802498205924539,2.4220998535293776,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
12,1,-0.03914588921707851,3.280471217905827,2666.993341043295,1.9315726280280394,0.014033207293202449,0.2802498205924539,3.2807047736959105,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
13,1,-0.06414986015581103,4.201581659271945,3151.991089134232,1.9315726280280394,0.014033207293202449,0.2802498205924539,4.202071351617961,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
14,1,-0.07317277572015195,-4.490033805175069,3634.2966120332917,1.9315726280280394,0.014033207293202449,0.2802498205924539,4.4906300033204145,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
15,1,-0.12535238447542263,5.872162897789924,3637.20041054347,1.9315726280280394,0.014033207293202449,0.2802498205924539,5.873500686853984,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
16,1,-0.16135320712741802,6.66583706050935,3637.4208729544216,1.9315726280280394,0.014033207293202449,0.2802498205924539,6.66778963185779,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
17,1,-0.24645566082637302,8.237232130005099,3637.861356410138,1.9315726280280394,0.014033207293202449,0.2802498205924539,8.240918247158001,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
18,1,-0.2959650924994078,9.03115459510221,3638.081157213616,1.9315726280280394,0.014033207293202449,0.2802498205924539,9.036002913712121,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
19,1,-0.348244396016436,9.776353112935649,3638.30073799627,1.9315726280280394,0.014033207293202449,0.2802498205924539,9.782553569910231,1.8762010918355458,0.01362675100687144,0.28016403347902413,0.0007866551069761983
20,2,-0.0038861773969925194,0.9852350708043578,4568.890943171986,1.8164362667273863,0.014516315374977598,0.6456008042926058,0.9852427351255267,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
21,2,-0.010871134237940661,-1.649799710531654,5074.772769041176,1.8164362667273863,0.014516315374977598,0.6456008042926058,1.649835527084427,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
22,2,-0.03604378789808663,2.9985064977781213,5077.7794490622955,1.8164362667273863,0.014516315374977598,0.6456008042926058,2.9987231235750422,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
23,2,-0.043390352708628996,3.299204552484853,7615.880879102567,1.8164362667273863,0.014516315374977598,0.6456008042926058,3.299489869941255,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
24,2,-0.08915018813810965,4.720713176783515,7616.806935621159,1.8164362667273863,0.014516315374977598,0.6456008042926058,4.721554897859662,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
25,2,-0.15173081988529902,6.165965896215667,7617.731138172747,1.8164362667273863,0.014516315374977598,0.6456008042926058,6.167832494077457,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
26,2,-0.18892275041947984,6.878900098925984,7618.192314320862,1.8164362667273863,0.014516315374977598,0.6456008042926058,6.881493905877558,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
27,2,-0.275389782508762,8.301784606049456,7619.11374334152,1.8164362667273863,0.014516315374977598,0.6456008042926058,8.306351014588172,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
28,2,-0.3238985316373754,8.991795506191732,7619.573535500476,1.8164362667273863,0.014516315374977598,0.6456008042926058,8.997627280787235,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
29,2,-0.37748317683097266,9.711802367790497,7620.032867407022,1.8164362667273863,0.014516315374977598,0.6456008042926058,9.71913570127568,1.7384435567755645,0.013889634245182393,0.6454432259352009,0.0006133161488178516
30,3,-0.003836565631072232,-1.0074829048960312,572.1093878652325,1.6463608512580183,0.012369269256884436,0.1710763020107583,1.0074902098251808,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
31,3,-0.020612355709111012,2.3444065101141445,858.8246055398656,1.6463608512580183,0.012369269256884436,0.1710763020107583,2.3444971217456123,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
32,3,-0.037984396617921454,3.1831367820927547,1574.3211397369228,1.6463608512580183,0.012369269256884436,0.1710763020107583,3.1833634080792983,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
33,3,-0.06190578718696007,4.054603071865967,1860.6143958144492,1.6463608512580183,0.012369269256884436,0.1710763020107583,4.055075633927458,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
34,3,-0.10985884041358178,5.406370702550485,2146.9858100290426,1.6463608512580183,0.012369269256884436,0.1710763020107583,5.407486767271211,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
35,3,-0.14298016734286906,6.168185892687857,2147.115995354448,1.6463608512580183,0.012369269256884436,0.1710763020107583,6.1698428290359955,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
36,3,-0.18042711599133457,6.929434484153988,2147.2460503642124,1.6463608512580183,0.012369269256884436,0.1710763020107583,6.931783047266222,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
37,3,-0.22197458550472293,7.682677209768548,2147.3759751887815,1.6463608512580183,0.012369269256884436,0.1710763020107583,7.6858832821027825,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
38,3,-0.317962324369292,9.18998665041401,2147.6355647281616,1.6463608512580183,0.012369269256884436,0.1710763020107583,9.195485559474607,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
39,3,-0.37235471242940976,9.943554382016178,2147.7650996484626,1.6463608512580183,0.012369269256884436,0.1710763020107583,9.950523693755093,1.7057821385730947,0.012822266588215475,0.17116386339356132,0.0002991004870662506
40,4,-0.0036353113688393636,0.9216347809150802,6445.457787206776,1.611052293709148,0.01373582461086886,0.9716635427048032,0.9216419504781325,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
41,4,-0.010197483223584542,-1.5475666570012052,7159.118934848709,1.611052293709148,0.01373582461086886,0.9716635427048032,1.5476002541115006,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
42,4,-0.033764074660143535,2.8088556493053933,7163.360539517502,1.611052293709148,0.01373582461086886,0.9716635427048032,2.809058573859306,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
43,4,-0.04071444419582655,3.0957406717749105,10743.928740958574,1.611052293709148,0.01373582461086886,0.9716635427048032,3.0960083935363527,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
44,4,-0.11095513646887875,5.100938021608696,10745.88836035201,1.611052293709148,0.01373582461086886,0.9716635427048032,5.1021446218822595,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
45,4,-0.14198984418763008,5.7694437047374745,10746.539605235514,1.611052293709148,0.01373582461086886,0.9716635427048032,5.77119067246849,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
46,4,-0.21488171272663315,7.086261868244538,10747.84079120896,1.611052293709148,0.01373582461086886,0.9716635427048032,7.089519124440028,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
47,4,-0.25822074478629464,7.783542185877146,10748.490081707223,1.611052293709148,0.01373582461086886,0.9716635427048032,7.787824273336371,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
48,4,-0.3539849229548766,9.105906482947896,10749.78736282287,1.611052293709148,0.01373582461086886,0.9716635427048032,9.112784327628516,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
49,4,-0.40705537957150045,9.757093036621036,10750.434704800997,1.611052293709148,0.01373582461086886,0.9716635427048032,9.76558030059232,1.8215126190897142,0.01553747340996081,0.9721180856523552,0.0008384478180901796
50,5,-0.004289004444440151,-1.126293428111877,439.2466941681762,1.5030063149906179,0.010222792187214464,0.11890743077341032,1.1263015944972858,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
51,5,-0.022806455054698464,2.593958810793622,659.377169567678,1.5030063149906179,0.010222792187214464,0.11890743077341032,2.594059067655558,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
52,5,-0.022754565038764364,2.588056948198069,659.377169567678,1.5030063149906179,0.010222792187214464,0.11890743077341032,2.5881569769522104,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
53,5,-0.044982318895768855,-3.633952485311209,1317.7067416065,1.5030063149906179,0.010222792187214464,0.11890743077341032,3.634230877986806,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
54,5,-0.0809181856091839,4.882090690851055,1648.2538761462413,1.5030063149906179,0.010222792187214464,0.11890743077341032,4.882761233816049,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
55,5,-0.11090114071682873,5.705429766835333,1648.3539591956703,1.5030063149906179,0.010222792187214464,0.11890743077341032,5.7065075034825785,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
56,5,-0.18595745283981116,7.391068537134169,1648.5539249280632,1.5030063149906179,0.010222792187214464,0.11890743077341032,7.393407488761951,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
57,5,-0.23053981782879232,8.228985768897111,1648.6537076283614,1.5030063149906179,0.010222792187214464,0.11890743077341032,8.232214488964418,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
58,5,-0.27955333765512663,9.056116888601556,1648.7533904460765,1.5030063149906179,0.010222792187214464,0.11890743077341032,9.060430628210144,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
59,5,-0.3337823043448241,9.898621770353857,1648.8529734811916,1.5030063149906179,0.010222792187214464,0.11890743077341032,9.904247754333342,1.6908397828056774,0.011505880500942686,0.11896457844203813,0.00042212595671818837
60,6,-0.003906821462458905,-1.0259321003217718,1097.692129489183,1.7040544477412058,0.012670470534259494,0.3248490440924589,1.0259395390200057,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
61,6,-0.020825813485104937,2.368684754034292,1647.8055247973543,1.7040544477412058,0.012670470534259494,0.3248490440924589,2.3687763040232,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
62,6,-0.03829112700324467,3.2088411464802924,3020.611024800629,1.7040544477412058,0.012670470534259494,0.3248490440924589,3.209069602509758,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
63,6,-0.06256652290625833,4.097878849445008,3569.91481283104,1.7040544477412058,0.012670470534259494,0.3248490440924589,4.098356455277814,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
64,6,-0.11086886658969647,5.456076087267802,4119.368560945542,1.7040544477412058,0.012670470534259494,0.3248490440924589,5.457202412924997,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
65,6,-0.14462574721006716,6.239176455300656,4119.618344308836,1.7040544477412058,0.012670470534259494,0.3248490440924589,6.24085246157399,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
66,6,-0.18238870339205068,7.004770673526194,4119.867877638732,1.7040544477412058,0.012670470534259494,0.3248490440924589,7.007144770005657,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
67,6,-0.22464531110451144,7.775112668775653,4120.117161185515,1.7040544477412058,0.012670470534259494,0.3248490440924589,7.778357315523432,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
68,6,-0.3215226887214364,9.292890983283382,4120.615229212922,1.7040544477412058,0.012670470534259494,0.3248490440924589,9.298451466053487,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
69,6,-0.37574540773116794,10.034101277222375,4120.863764660031,1.7040544477412058,0.012670470534259494,0.3248490440924589,10.041134052137076,1.8596849188538158,0.013833365337678222,0.32498311314231515,0.0008543307613189462
70,7,-0.0031750240834568545,0.8049414007942616,1165.658691546715,1.83164690973572,0.01799269323519316,0.20246169324558994,0.80494766257848,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
71,7,-0.008824895537064755,-1.3392632069346535,1294.7240499793133,1.83164690973572,0.01799269323519316,0.20246169324558994,1.3392922818526705,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
72,7,-0.0462891322152946,-3.0702351877219027,1682.8729351053762,1.83164690973572,0.01799269323519316,0.20246169324558994,3.0705841124592226,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
73,7,-0.08179641093836747,4.084230105281197,1943.3189373380408,1.83164690973572,0.01799269323519316,0.20246169324558994,4.0850491068930435,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
74,7,-0.13474357655664335,5.233110716679511,1943.5546343917642,1.83164690973572,0.01799269323519316,0.20246169324558994,5.234845136625268,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
75,7,-0.1663709824245269,5.8164339655001385,1943.6722469856393,1.83164690973572,0.01799269323519316,0.20246169324558994,5.818812883983861,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
76,7,-0.23952358646441566,6.98116136040264,1943.9072367127408,1.83164690973572,0.01799269323519316,0.20246169324558994,6.985269177952388,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
77,7,-0.32524862644269503,8.129756582629307,1944.1417559899382,1.83164690973572,0.01799269323519316,0.20246169324558994,8.136260121321552,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
78,7,-0.372863993356286,8.701403621086493,1944.2587808745059,1.83164690973572,0.01799269323519316,0.20246169324558994,8.70938875780607,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
79,7,-0.4776462836177264,9.841251136258991,1944.4925963595874,1.83164690973572,0.01799269323519316,0.20246169324558994,9.85283562732946,1.5299899069726839,0.015038748284919306,0.20258699898330124,0.0003430172578969854
80,8,-0.002838474064647161,0.719618254746481,4745.392217929617,1.6229179066496475,0.01776330484643653,0.918367214362696,0.71962385278657,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
81,8,-0.04177948059136703,2.7567471420492575,5274.4655962181905,1.6229179066496475,0.01776330484643653,0.918367214362696,2.7570637152948123,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
82,8,-0.042238247676212676,2.787018098799156,5274.4655962181905,1.6229179066496475,0.01776330484643653,0.918367214362696,2.7873381482340496,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
83,8,-0.0909946226229263,-4.075261282512056,5795.368478857794,1.6229179066496475,0.01776330484643653,0.918367214362696,4.076277044324649,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
84,8,-0.140435257782269,5.061696407313116,7912.538503135137,1.6229179066496475,0.01776330484643653,0.918367214362696,5.063644199727591,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
85,8,-0.20442931175967277,6.111031677790626,7913.4954337699855,1.6229179066496475,0.01776330484643653,0.918367214362696,6.114450057892945,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
86,8,-0.2799512151408168,7.150541606639516,7914.450448627787,1.6229179066496475,0.01776330484643653,0.918367214362696,7.1560197003041885,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
87,8,-0.3660866140996616,8.164155486686498,7915.403551543932,1.6229179066496475,0.01776330484643653,0.918367214362696,8.172359158762921,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
88,8,-0.46600140118850214,9.223752399835032,7916.354746346131,1.6229179066496475,0.01776330484643653,0.918367214362696,9.235516533436133,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
89,8,-0.5758345052466919,10.247090003727351,7917.304036854431,1.6229179066496475,0.01776330484643653,0.918367214362696,10.263256740524506,1.8082764822499224,0.019781263556430884,0.9178640272003241,0.0010022691527154445
90,9,-0.004638917143693544,-1.2181805731795077,2124.742287439063,1.7692860902101788,0.010897284081153386,0.5208566791970023,1.2181894058085632,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
91,9,-0.0047220238754282955,-1.2400044176164247,2124.742287439063,1.7692860902101788,0.010897284081153386,0.5208566791970023,1.2400134084830408,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
92,9,-0.02700750766273164,2.9622723782824276,6377.7010310590385,1.7692860902101788,0.010897284081153386,0.5208566791970023,2.962395491592097,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
93,9,-0.057535926548060355,4.321175844119213,7441.1040900057,1.7692860902101788,0.010897284081153386,0.5208566791970023,4.321558869047503,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
94,9,-0.0747450517084105,4.929970651186069,7972.76291579157,1.7692860902101788,0.010897284081153386,0.5208566791970023,4.930537236885133,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
95,9,-0.10558258655800126,5.8572509264807655,7973.247280847015,1.7692860902101788,0.010897284081153386,0.5208566791970023,5.858202463072105,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
96,9,-0.14140762021301853,6.769803484479503,7973.731161052556,1.7692860902101788,0.010897284081153386,0.5208566791970023,6.7712801842432375,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
97,9,-0.1830944469503621,7.71005026790538,7974.214556893526,1.7692860902101788,0.010897284081153386,0.5208566791970023,7.712223979510183,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
98,9,-0.2300848549847019,8.648331255852307,7974.697468854775,1.7692860902101788,0.010897284081153386,0.5208566791970023,8.65139136506061,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
99,9,-0.28125173556902133,9.547179082614823,7975.179897420669,1.7692860902101788,0.010897284081153386,0.5208566791970023,9.55132090206787,1.8817381361647758,0.011588565248105958,0.5207970457034251,0.0009042789064529648
